Episode 1/2000 | Reward: -23.08 | Epsilon: 1.00
Episode 416/2000 | Reward: 69.70 | Epsilon: 0.29
Episode 417/2000 | Reward: 88.19 | Epsilon: 0.29
Episode 418/2000 | Reward: -23.57 | Epsilon: 0.28
Episode 419/2000 | Reward: 160.61 | Epsilon: 0.28
Episode 420/2000 | Reward: 153.62 | Epsilon: 0.28
Episode 421/2000 | Reward: 188.26 | Epsilon: 0.28
Episode 422/2000 | Reward: 61.65 | Epsilon: 0.28
Episode 423/2000 | Reward: -86.40 | Epsilon: 0.28
Episode 424/2000 | Reward: 32.84 | Epsilon: 0.28
Episode 425/2000 | Reward: 84.93 | Epsilon: 0.28
Episode 426/2000 | Reward: 107.10 | Epsilon: 0.28
Episode 427/2000 | Reward: 188.03 | Epsilon: 0.28
Episode 428/2000 | Reward: 107.75 | Epsilon: 0.28
Episode 429/2000 | Reward: 134.88 | Epsilon: 0.28
Episode 430/2000 | Reward: 315.38 | Epsilon: 0.27
Episode 431/2000 | Reward: -83.17 | Epsilon: 0.27
Episode 432/2000 | Reward: 16.50 | Epsilon: 0.27
Episode 433/2000 | Reward: -55.87 | Epsilon: 0.27
Episode 434/2000 | Reward: 114.77 | Epsilon: 0.27
Episode 435/2000 | Reward: 121.40 | Epsilon: 0.27
Episode 436/2000 | Reward: 282.91 | Epsilon: 0.27
Episode 437/2000 | Reward: 198.25 | Epsilon: 0.27
Episode 438/2000 | Reward: 7.73 | Epsilon: 0.27
Episode 439/2000 | Reward: 389.21 | Epsilon: 0.27
Episode 440/2000 | Reward: -9.75 | Epsilon: 0.27
Episode 441/2000 | Reward: 225.73 | Epsilon: 0.27
Episode 442/2000 | Reward: 288.49 | Epsilon: 0.27
Episode 443/2000 | Reward: 105.98 | Epsilon: 0.26
Episode 444/2000 | Reward: 13.48 | Epsilon: 0.26
Episode 445/2000 | Reward: 273.42 | Epsilon: 0.26
Episode 446/2000 | Reward: 165.37 | Epsilon: 0.26
Episode 447/2000 | Reward: -21.35 | Epsilon: 0.26
Episode 448/2000 | Reward: 2.70 | Epsilon: 0.26
Episode 449/2000 | Reward: 221.84 | Epsilon: 0.26
Episode 450/2000 | Reward: -27.08 | Epsilon: 0.26
WARNING:absl:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`.     
Checkpoint saved to ddqn_speed_450.h5
Episode 451/2000 | Reward: -49.85 | Epsilon: 0.26
Episode 452/2000 | Reward: -26.74 | Epsilon: 0.26
Episode 453/2000 | Reward: 92.31 | Epsilon: 0.26
Episode 454/2000 | Reward: 100.73 | Epsilon: 0.26
Episode 455/2000 | Reward: 121.01 | Epsilon: 0.25
Episode 456/2000 | Reward: 106.08 | Epsilon: 0.25
Episode 457/2000 | Reward: 67.83 | Epsilon: 0.25
Episode 458/2000 | Reward: 364.68 | Epsilon: 0.25
Episode 459/2000 | Reward: 119.93 | Epsilon: 0.25
Episode 460/2000 | Reward: 11.11 | Epsilon: 0.25
Episode 461/2000 | Reward: 43.58 | Epsilon: 0.25
Episode 462/2000 | Reward: 258.97 | Epsilon: 0.25
Episode 463/2000 | Reward: -67.53 | Epsilon: 0.25
Episode 464/2000 | Reward: 118.54 | Epsilon: 0.25
Episode 465/2000 | Reward: 51.08 | Epsilon: 0.25
Episode 466/2000 | Reward: 54.41 | Epsilon: 0.25
Episode 467/2000 | Reward: 361.27 | Epsilon: 0.25
Episode 468/2000 | Reward: 159.74 | Epsilon: 0.25
Episode 469/2000 | Reward: 104.08 | Epsilon: 0.24
Episode 470/2000 | Reward: 50.35 | Epsilon: 0.24
Episode 471/2000 | Reward: -103.42 | Epsilon: 0.24
Episode 472/2000 | Reward: -41.18 | Epsilon: 0.24
Episode 473/2000 | Reward: 38.89 | Epsilon: 0.24
Episode 474/2000 | Reward: -12.89 | Epsilon: 0.24
Episode 475/2000 | Reward: 35.38 | Epsilon: 0.24
Episode 476/2000 | Reward: 298.75 | Epsilon: 0.24
Episode 477/2000 | Reward: 39.46 | Epsilon: 0.24
Episode 478/2000 | Reward: -47.54 | Epsilon: 0.24
Episode 479/2000 | Reward: -23.81 | Epsilon: 0.24
Episode 480/2000 | Reward: -5.06 | Epsilon: 0.24
Episode 481/2000 | Reward: 18.21 | Epsilon: 0.24
Episode 482/2000 | Reward: 257.64 | Epsilon: 0.23
Episode 483/2000 | Reward: -89.75 | Epsilon: 0.23
Episode 484/2000 | Reward: -5.54 | Epsilon: 0.23
Episode 485/2000 | Reward: 104.86 | Epsilon: 0.23
Episode 486/2000 | Reward: 96.61 | Epsilon: 0.23
Episode 487/2000 | Reward: 111.54 | Epsilon: 0.23
Episode 488/2000 | Reward: 30.27 | Epsilon: 0.23
Episode 489/2000 | Reward: -93.81 | Epsilon: 0.23
Episode 490/2000 | Reward: -19.01 | Epsilon: 0.23
Episode 491/2000 | Reward: 32.81 | Epsilon: 0.23
Episode 492/2000 | Reward: -39.02 | Epsilon: 0.23
Episode 493/2000 | Reward: 17.43 | Epsilon: 0.23
Episode 494/2000 | Reward: 55.40 | Epsilon: 0.23
Episode 495/2000 | Reward: 172.13 | Epsilon: 0.23
Episode 496/2000 | Reward: 285.91 | Epsilon: 0.23
Episode 497/2000 | Reward: 21.62 | Epsilon: 0.22
Episode 498/2000 | Reward: 201.95 | Epsilon: 0.22
Episode 499/2000 | Reward: 32.08 | Epsilon: 0.22
Episode 500/2000 | Reward: 239.29 | Epsilon: 0.22
WARNING:absl:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`.     
Checkpoint saved to ddqn_speed_500.h5
Episode 501/2000 | Reward: 118.56 | Epsilon: 0.22
Episode 502/2000 | Reward: 273.19 | Epsilon: 0.22
Episode 503/2000 | Reward: 145.16 | Epsilon: 0.22
Episode 504/2000 | Reward: 17.22 | Epsilon: 0.22
Episode 505/2000 | Reward: 150.00 | Epsilon: 0.22
Episode 506/2000 | Reward: 65.32 | Epsilon: 0.22
Episode 507/2000 | Reward: 96.49 | Epsilon: 0.22
Episode 508/2000 | Reward: 81.21 | Epsilon: 0.22
Episode 509/2000 | Reward: 439.03 | Epsilon: 0.22
Episode 510/2000 | Reward: -68.24 | Epsilon: 0.22
Episode 511/2000 | Reward: 83.51 | Epsilon: 0.22
Episode 512/2000 | Reward: 255.56 | Epsilon: 0.21
Episode 513/2000 | Reward: 67.21 | Epsilon: 0.21
Episode 514/2000 | Reward: 254.63 | Epsilon: 0.21
Episode 515/2000 | Reward: 160.87 | Epsilon: 0.21
Episode 516/2000 | Reward: 155.10 | Epsilon: 0.21
Episode 517/2000 | Reward: -29.66 | Epsilon: 0.21
Episode 518/2000 | Reward: 58.45 | Epsilon: 0.21
Episode 519/2000 | Reward: 104.70 | Epsilon: 0.21
Episode 520/2000 | Reward: 491.91 | Epsilon: 0.21
Episode 521/2000 | Reward: 277.93 | Epsilon: 0.21
Episode 522/2000 | Reward: -43.26 | Epsilon: 0.21
Episode 523/2000 | Reward: -53.74 | Epsilon: 0.21
Episode 524/2000 | Reward: -29.26 | Epsilon: 0.21
Episode 525/2000 | Reward: 304.41 | Epsilon: 0.21
Episode 526/2000 | Reward: 131.01 | Epsilon: 0.21
Episode 527/2000 | Reward: 323.79 | Epsilon: 0.21
Episode 528/2000 | Reward: 109.30 | Epsilon: 0.20
Episode 529/2000 | Reward: -15.03 | Epsilon: 0.20
Episode 530/2000 | Reward: 115.02 | Epsilon: 0.20
Episode 531/2000 | Reward: 322.22 | Epsilon: 0.20
Episode 532/2000 | Reward: 302.34 | Epsilon: 0.20
Episode 533/2000 | Reward: 193.58 | Epsilon: 0.20
Episode 534/2000 | Reward: 271.32 | Epsilon: 0.20
Episode 535/2000 | Reward: 42.95 | Epsilon: 0.20
Episode 536/2000 | Reward: 336.86 | Epsilon: 0.20
Episode 537/2000 | Reward: 226.39 | Epsilon: 0.20
Episode 538/2000 | Reward: 311.56 | Epsilon: 0.20
Episode 539/2000 | Reward: 204.92 | Epsilon: 0.20
Episode 540/2000 | Reward: 287.22 | Epsilon: 0.20
Episode 541/2000 | Reward: 103.82 | Epsilon: 0.20
Episode 542/2000 | Reward: 54.80 | Epsilon: 0.20
Episode 543/2000 | Reward: 458.14 | Epsilon: 0.20
Episode 544/2000 | Reward: -5.72 | Epsilon: 0.20
Episode 545/2000 | Reward: -28.57 | Epsilon: 0.19
Episode 546/2000 | Reward: 55.89 | Epsilon: 0.19
Episode 547/2000 | Reward: 408.53 | Epsilon: 0.19
Episode 548/2000 | Reward: 110.87 | Epsilon: 0.19
Episode 549/2000 | Reward: 22.48 | Epsilon: 0.19
Episode 550/2000 | Reward: 645.39 | Epsilon: 0.19
WARNING:absl:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`.
Checkpoint saved to ddqn_speed_550.h5
Episode 551/2000 | Reward: 354.84 | Epsilon: 0.19
Episode 552/2000 | Reward: 489.74 | Epsilon: 0.19
Episode 553/2000 | Reward: 470.03 | Epsilon: 0.19
Episode 554/2000 | Reward: 82.49 | Epsilon: 0.19
Episode 555/2000 | Reward: 135.29 | Epsilon: 0.19
Episode 556/2000 | Reward: 236.36 | Epsilon: 0.19
Episode 557/2000 | Reward: -23.30 | Epsilon: 0.19
Episode 558/2000 | Reward: 405.23 | Epsilon: 0.19
Episode 559/2000 | Reward: 449.09 | Epsilon: 0.19
Episode 560/2000 | Reward: 405.19 | Epsilon: 0.19
Episode 561/2000 | Reward: 444.12 | Epsilon: 0.18
Episode 562/2000 | Reward: 246.46 | Epsilon: 0.18
Episode 563/2000 | Reward: 398.37 | Epsilon: 0.18
Episode 564/2000 | Reward: 532.72 | Epsilon: 0.18
Episode 565/2000 | Reward: -43.39 | Epsilon: 0.18
Episode 566/2000 | Reward: 464.89 | Epsilon: 0.18
Episode 567/2000 | Reward: 773.98 | Epsilon: 0.18
Episode 568/2000 | Reward: 45.27 | Epsilon: 0.18
Episode 569/2000 | Reward: 531.94 | Epsilon: 0.18
Episode 570/2000 | Reward: 615.72 | Epsilon: 0.18
Episode 571/2000 | Reward: 468.90 | Epsilon: 0.18
Episode 572/2000 | Reward: 32.36 | Epsilon: 0.18
Episode 573/2000 | Reward: 558.36 | Epsilon: 0.18
Episode 574/2000 | Reward: 426.13 | Epsilon: 0.18
Episode 575/2000 | Reward: -23.81 | Epsilon: 0.18
Episode 576/2000 | Reward: 536.02 | Epsilon: 0.18
Episode 577/2000 | Reward: 411.63 | Epsilon: 0.18
Episode 578/2000 | Reward: 11.37 | Epsilon: 0.17
Episode 579/2000 | Reward: 410.95 | Epsilon: 0.17
Episode 580/2000 | Reward: 533.09 | Epsilon: 0.17
Episode 581/2000 | Reward: 611.27 | Epsilon: 0.17
Episode 582/2000 | Reward: 269.23 | Epsilon: 0.17
Episode 583/2000 | Reward: 54.67 | Epsilon: 0.17
Episode 584/2000 | Reward: 546.15 | Epsilon: 0.17
Episode 585/2000 | Reward: -32.41 | Epsilon: 0.17
Episode 586/2000 | Reward: 523.24 | Epsilon: 0.17
Episode 587/2000 | Reward: 367.32 | Epsilon: 0.17
Episode 588/2000 | Reward: 260.86 | Epsilon: 0.17
Episode 589/2000 | Reward: 606.48 | Epsilon: 0.17
Episode 590/2000 | Reward: 522.07 | Epsilon: 0.17
Episode 591/2000 | Reward: 471.43 | Epsilon: 0.17
Episode 592/2000 | Reward: -16.33 | Epsilon: 0.17
Episode 593/2000 | Reward: 288.06 | Epsilon: 0.17
Episode 594/2000 | Reward: 433.57 | Epsilon: 0.17
Episode 595/2000 | Reward: 523.66 | Epsilon: 0.16
Episode 596/2000 | Reward: 82.17 | Epsilon: 0.16
Episode 597/2000 | Reward: 121.52 | Epsilon: 0.16
Episode 598/2000 | Reward: 317.22 | Epsilon: 0.16
Episode 599/2000 | Reward: 382.54 | Epsilon: 0.16
Episode 600/2000 | Reward: 510.00 | Epsilon: 0.16
WARNING:absl:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`.
Checkpoint saved to ddqn_speed_600.h5
Episode 601/2000 | Reward: 363.50 | Epsilon: 0.16
Episode 602/2000 | Reward: 111.70 | Epsilon: 0.16
Episode 603/2000 | Reward: 380.40 | Epsilon: 0.16
Episode 604/2000 | Reward: 32.30 | Epsilon: 0.16
Episode 605/2000 | Reward: 312.00 | Epsilon: 0.16
Episode 606/2000 | Reward: 531.50 | Epsilon: 0.16
Episode 607/2000 | Reward: 133.90 | Epsilon: 0.16
Episode 608/2000 | Reward: 63.30 | Epsilon: 0.16
Episode 609/2000 | Reward: -16.80 | Epsilon: 0.16
Episode 610/2000 | Reward: 474.40 | Epsilon: 0.16
Episode 611/2000 | Reward: 348.20 | Epsilon: 0.16
Episode 612/2000 | Reward: 241.70 | Epsilon: 0.16
Episode 613/2000 | Reward: 292.00 | Epsilon: 0.16
Episode 614/2000 | Reward: 81.20 | Epsilon: 0.16
Episode 615/2000 | Reward: 550.00 | Epsilon: 0.16
Episode 616/2000 | Reward: -13.40 | Epsilon: 0.15
Episode 617/2000 | Reward: 266.40 | Epsilon: 0.15
Episode 618/2000 | Reward: 358.90 | Epsilon: 0.15
Episode 619/2000 | Reward: 322.20 | Epsilon: 0.15
Episode 620/2000 | Reward: -2.60 | Epsilon: 0.15
Episode 621/2000 | Reward: 131.40 | Epsilon: 0.15
Episode 622/2000 | Reward: 320.70 | Epsilon: 0.15
Episode 623/2000 | Reward: 532.30 | Epsilon: 0.15
Episode 624/2000 | Reward: 451.80 | Epsilon: 0.15
Episode 625/2000 | Reward: -32.00 | Epsilon: 0.15
Episode 626/2000 | Reward: 173.30 | Epsilon: 0.15
Episode 627/2000 | Reward: 101.60 | Epsilon: 0.15
Episode 628/2000 | Reward: 231.10 | Epsilon: 0.15
Episode 629/2000 | Reward: 634.40 | Epsilon: 0.15
Episode 630/2000 | Reward: 414.10 | Epsilon: 0.15
Episode 631/2000 | Reward: -3.90 | Epsilon: 0.15
Episode 632/2000 | Reward: 479.40 | Epsilon: 0.15
Episode 633/2000 | Reward: 530.30 | Epsilon: 0.15
Episode 634/2000 | Reward: 186.00 | Epsilon: 0.15
Episode 635/2000 | Reward: 98.20 | Epsilon: 0.15
Episode 636/2000 | Reward: 1.80 | Epsilon: 0.15
Episode 637/2000 | Reward: 373.50 | Epsilon: 0.15
Episode 638/2000 | Reward: 261.00 | Epsilon: 0.15
Episode 639/2000 | Reward: 56.50 | Epsilon: 0.14
Episode 640/2000 | Reward: 55.70 | Epsilon: 0.14
Episode 641/2000 | Reward: 199.60 | Epsilon: 0.14
Episode 642/2000 | Reward: 500.40 | Epsilon: 0.14
Episode 643/2000 | Reward: 211.10 | Epsilon: 0.14
Episode 644/2000 | Reward: 24.50 | Epsilon: 0.14
Episode 645/2000 | Reward: 213.10 | Epsilon: 0.14
Episode 646/2000 | Reward: 209.10 | Epsilon: 0.14
Episode 647/2000 | Reward: -50.00 | Epsilon: 0.14
Episode 648/2000 | Reward: 241.90 | Epsilon: 0.14
Episode 649/2000 | Reward: 215.40 | Epsilon: 0.14
Episode 650/2000 | Reward: 354.40 | Epsilon: 0.14
WARNING:absl:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`.
Checkpoint saved to ddqn_speed_650.h5
Episode 651/2000 | Reward: 527.30 | Epsilon: 0.14
Episode 652/2000 | Reward: 419.00 | Epsilon: 0.14
Episode 653/2000 | Reward: 209.70 | Epsilon: 0.14
Episode 654/2000 | Reward: 84.00 | Epsilon: 0.14
Episode 655/2000 | Reward: 550.00 | Epsilon: 0.14
Episode 656/2000 | Reward: 258.90 | Epsilon: 0.14
Episode 657/2000 | Reward: 634.10 | Epsilon: 0.14
Episode 658/2000 | Reward: 246.40 | Epsilon: 0.14
Episode 659/2000 | Reward: 279.70 | Epsilon: 0.14
Episode 660/2000 | Reward: 228.30 | Epsilon: 0.14
Episode 661/2000 | Reward: 164.00 | Epsilon: 0.14
Episode 662/2000 | Reward: 168.00 | Epsilon: 0.14
Episode 663/2000 | Reward: 245.10 | Epsilon: 0.14
Episode 664/2000 | Reward: 534.50 | Epsilon: 0.13
Episode 665/2000 | Reward: 143.10 | Epsilon: 0.13
Episode 666/2000 | Reward: 266.00 | Epsilon: 0.13
Episode 667/2000 | Reward: 211.80 | Epsilon: 0.13
Episode 668/2000 | Reward: 475.60 | Epsilon: 0.13
Episode 669/2000 | Reward: -50.00 | Epsilon: 0.13
Episode 670/2000 | Reward: 413.70 | Epsilon: 0.13
Episode 671/2000 | Reward: 436.90 | Epsilon: 0.13
Episode 672/2000 | Reward: -50.00 | Epsilon: 0.13
Episode 673/2000 | Reward: 198.60 | Epsilon: 0.13
Episode 674/2000 | Reward: 194.30 | Epsilon: 0.13
Episode 675/2000 | Reward: 38.90 | Epsilon: 0.13
Episode 676/2000 | Reward: 693.30 | Epsilon: 0.13
Episode 677/2000 | Reward: 83.40 | Epsilon: 0.13
Episode 678/2000 | Reward: 512.80 | Epsilon: 0.13
Episode 679/2000 | Reward: 390.40 | Epsilon: 0.13
Episode 680/2000 | Reward: 440.70 | Epsilon: 0.13
Episode 681/2000 | Reward: 22.30 | Epsilon: 0.13
Episode 682/2000 | Reward: 80.60 | Epsilon: 0.13
Episode 683/2000 | Reward: 171.30 | Epsilon: 0.13
Episode 684/2000 | Reward: 323.40 | Epsilon: 0.13
Episode 685/2000 | Reward: 66.70 | Epsilon: 0.13
Episode 686/2000 | Reward: 356.90 | Epsilon: 0.13
Episode 687/2000 | Reward: 645.00 | Epsilon: 0.13
Episode 688/2000 | Reward: 723.80 | Epsilon: 0.13
Episode 689/2000 | Reward: 356.60 | Epsilon: 0.13
Episode 690/2000 | Reward: -32.60 | Epsilon: 0.13
Episode 691/2000 | Reward: 195.90 | Epsilon: 0.12
Episode 692/2000 | Reward: 423.90 | Epsilon: 0.12
Episode 693/2000 | Reward: 87.80 | Epsilon: 0.12
Episode 694/2000 | Reward: 342.40 | Epsilon: 0.12
Episode 695/2000 | Reward: 339.00 | Epsilon: 0.12
Episode 696/2000 | Reward: 203.60 | Epsilon: 0.12
Episode 697/2000 | Reward: 298.90 | Epsilon: 0.12
Episode 698/2000 | Reward: 62.30 | Epsilon: 0.12
Episode 699/2000 | Reward: 388.60 | Epsilon: 0.12
Episode 700/2000 | Reward: 222.30 | Epsilon: 0.12
WARNING:absl:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`.
Checkpoint saved to ddqn_speed_700.h5
Episode 701/2000 | Reward: 532.60 | Epsilon: 0.12
Episode 702/2000 | Reward: -44.40 | Epsilon: 0.12
Episode 703/2000 | Reward: 144.30 | Epsilon: 0.12
Episode 704/2000 | Reward: 324.70 | Epsilon: 0.12
Episode 705/2000 | Reward: 668.50 | Epsilon: 0.12
Episode 706/2000 | Reward: 340.90 | Epsilon: 0.12
Episode 707/2000 | Reward: 57.90 | Epsilon: 0.12
Episode 708/2000 | Reward: 513.20 | Epsilon: 0.12
Episode 709/2000 | Reward: -50.00 | Epsilon: 0.12
Episode 710/2000 | Reward: 504.50 | Epsilon: 0.12
Episode 711/2000 | Reward: 630.70 | Epsilon: 0.12
Episode 712/2000 | Reward: 235.50 | Epsilon: 0.12
Episode 713/2000 | Reward: 745.30 | Epsilon: 0.12
Episode 714/2000 | Reward: 309.90 | Epsilon: 0.12
Episode 715/2000 | Reward: 4.40 | Epsilon: 0.12
Episode 716/2000 | Reward: 415.50 | Epsilon: 0.12
Episode 717/2000 | Reward: 267.10 | Epsilon: 0.12
Episode 718/2000 | Reward: 534.50 | Epsilon: 0.12
Episode 719/2000 | Reward: 195.50 | Epsilon: 0.12
Episode 720/2000 | Reward: 467.82 | Epsilon: 0.11
Episode 721/2000 | Reward: 586.21 | Epsilon: 0.11
Episode 722/2000 | Reward: 789.34 | Epsilon: 0.11
Episode 723/2000 | Reward: 204.27 | Epsilon: 0.11
Episode 724/2000 | Reward: 181.33 | Epsilon: 0.11
Episode 725/2000 | Reward: -17.01 | Epsilon: 0.11
Episode 726/2000 | Reward: 599.28 | Epsilon: 0.11
Episode 727/2000 | Reward: 296.28 | Epsilon: 0.11
Episode 728/2000 | Reward: 435.90 | Epsilon: 0.11
Episode 729/2000 | Reward: -95.69 | Epsilon: 0.11
Episode 730/2000 | Reward: 5.10 | Epsilon: 0.11
Episode 731/2000 | Reward: 333.90 | Epsilon: 0.11
Episode 732/2000 | Reward: 653.41 | Epsilon: 0.11
Episode 733/2000 | Reward: 466.04 | Epsilon: 0.11
Episode 734/2000 | Reward: 332.06 | Epsilon: 0.11
Episode 735/2000 | Reward: 611.04 | Epsilon: 0.11
Episode 736/2000 | Reward: 773.02 | Epsilon: 0.11
Episode 737/2000 | Reward: 454.79 | Epsilon: 0.11
Episode 738/2000 | Reward: 396.53 | Epsilon: 0.11
Episode 739/2000 | Reward: 326.12 | Epsilon: 0.11
Episode 740/2000 | Reward: 484.91 | Epsilon: 0.11
Episode 741/2000 | Reward: 366.67 | Epsilon: 0.11
Episode 742/2000 | Reward: 297.61 | Epsilon: 0.11
Episode 743/2000 | Reward: 37.18 | Epsilon: 0.11
Episode 744/2000 | Reward: 810.39 | Epsilon: 0.11
Episode 745/2000 | Reward: 594.63 | Epsilon: 0.11
Episode 746/2000 | Reward: 619.86 | Epsilon: 0.11
Episode 747/2000 | Reward: -96.52 | Epsilon: 0.11
Episode 748/2000 | Reward: 253.74 | Epsilon: 0.11
Episode 749/2000 | Reward: 380.65 | Epsilon: 0.11
Episode 750/2000 | Reward: 358.20 | Epsilon: 0.11
WARNING:absl:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`.     
Checkpoint saved to ddqn_speed_750.h5
Episode 751/2000 | Reward: 257.14 | Epsilon: 0.10
Episode 752/2000 | Reward: 624.92 | Epsilon: 0.10
Episode 753/2000 | Reward: 707.56 | Epsilon: 0.10
Episode 754/2000 | Reward: 474.55 | Epsilon: 0.10
Episode 755/2000 | Reward: 529.14 | Epsilon: 0.10
Episode 756/2000 | Reward: 599.32 | Epsilon: 0.10
Episode 757/2000 | Reward: 443.48 | Epsilon: 0.10
Episode 758/2000 | Reward: 290.98 | Epsilon: 0.10
Episode 759/2000 | Reward: 336.62 | Epsilon: 0.10
Episode 760/2000 | Reward: 500.68 | Epsilon: 0.10
Episode 761/2000 | Reward: 313.04 | Epsilon: 0.10
Episode 762/2000 | Reward: -1.79 | Epsilon: 0.10
Episode 763/2000 | Reward: 189.20 | Epsilon: 0.10
Episode 764/2000 | Reward: 204.92 | Epsilon: 0.10
Episode 765/2000 | Reward: 524.61 | Epsilon: 0.10
Episode 766/2000 | Reward: 137.34 | Epsilon: 0.10
Episode 767/2000 | Reward: 204.47 | Epsilon: 0.10
Episode 768/2000 | Reward: 806.25 | Epsilon: 0.10
Episode 769/2000 | Reward: 398.17 | Epsilon: 0.10
Episode 770/2000 | Reward: 453.63 | Epsilon: 0.10
Episode 771/2000 | Reward: 326.28 | Epsilon: 0.10
Episode 772/2000 | Reward: 283.76 | Epsilon: 0.10
Episode 773/2000 | Reward: 330.07 | Epsilon: 0.10
Episode 774/2000 | Reward: 398.39 | Epsilon: 0.10
Episode 775/2000 | Reward: -57.24 | Epsilon: 0.10
Episode 776/2000 | Reward: 676.56 | Epsilon: 0.10
Episode 777/2000 | Reward: 491.36 | Epsilon: 0.10
Episode 778/2000 | Reward: 534.87 | Epsilon: 0.10
Episode 779/2000 | Reward: 644.36 | Epsilon: 0.10
Episode 780/2000 | Reward: 557.53 | Epsilon: 0.10
Episode 781/2000 | Reward: 559.65 | Epsilon: 0.10
Episode 782/2000 | Reward: 212.10 | Epsilon: 0.10
Episode 783/2000 | Reward: 603.03 | Epsilon: 0.10
Episode 784/2000 | Reward: 257.98 | Epsilon: 0.09
Episode 785/2000 | Reward: 58.27 | Epsilon: 0.09
Episode 786/2000 | Reward: 416.85 | Epsilon: 0.09
Episode 787/2000 | Reward: 400.00 | Epsilon: 0.09
Episode 788/2000 | Reward: 273.89 | Epsilon: 0.09
Episode 789/2000 | Reward: 638.52 | Epsilon: 0.09
Episode 790/2000 | Reward: 629.54 | Epsilon: 0.09
Episode 791/2000 | Reward: 513.79 | Epsilon: 0.09
Episode 792/2000 | Reward: 566.67 | Epsilon: 0.09
Episode 793/2000 | Reward: 560.00 | Epsilon: 0.09
Episode 794/2000 | Reward: 849.79 | Epsilon: 0.09
Episode 795/2000 | Reward: 223.17 | Epsilon: 0.09
Episode 796/2000 | Reward: 464.75 | Epsilon: 0.09
Episode 797/2000 | Reward: 280.95 | Epsilon: 0.09
Episode 798/2000 | Reward: 512.38 | Epsilon: 0.09
Episode 799/2000 | Reward: -33.33 | Epsilon: 0.09
Episode 800/2000 | Reward: 628.81 | Epsilon: 0.09
WARNING:absl:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`.     
Checkpoint saved to ddqn_speed_800.h5
Episode 801/2000 | Reward: 555.43 | Epsilon: 0.09
Episode 802/2000 | Reward: 106.31 | Epsilon: 0.09
Episode 803/2000 | Reward: 492.06 | Epsilon: 0.09
Episode 804/2000 | Reward: 211.69 | Epsilon: 0.09
Episode 805/2000 | Reward: 636.30 | Epsilon: 0.09
Episode 806/2000 | Reward: 29.57 | Epsilon: 0.09
Episode 807/2000 | Reward: 430.61 | Epsilon: 0.09
Episode 808/2000 | Reward: 563.37 | Epsilon: 0.09
Episode 809/2000 | Reward: 619.42 | Epsilon: 0.09
Episode 810/2000 | Reward: 519.35 | Epsilon: 0.09
Episode 811/2000 | Reward: 291.75 | Epsilon: 0.09
Episode 812/2000 | Reward: 553.85 | Epsilon: 0.09
Episode 813/2000 | Reward: 97.45 | Epsilon: 0.09
Episode 814/2000 | Reward: 748.48 | Epsilon: 0.09
Episode 815/2000 | Reward: 472.78 | Epsilon: 0.09
Episode 816/2000 | Reward: 138.24 | Epsilon: 0.09
Episode 817/2000 | Reward: 315.77 | Epsilon: 0.09
Episode 818/2000 | Reward: 276.38 | Epsilon: 0.09
Episode 819/2000 | Reward: 412.54 | Epsilon: 0.09
Episode 820/2000 | Reward: 611.11 | Epsilon: 0.09
Episode 821/2000 | Reward: 560.58 | Epsilon: 0.08
Episode 822/2000 | Reward: 43.96 | Epsilon: 0.08
Episode 823/2000 | Reward: 595.50 | Epsilon: 0.08
Episode 824/2000 | Reward: 762.90 | Epsilon: 0.08
Episode 825/2000 | Reward: 600.68 | Epsilon: 0.08
Episode 826/2000 | Reward: 501.25 | Epsilon: 0.08
Episode 827/2000 | Reward: 50.50 | Epsilon: 0.08
Episode 828/2000 | Reward: 850.76 | Epsilon: 0.08
Episode 829/2000 | Reward: 371.54 | Epsilon: 0.08
Episode 830/2000 | Reward: 309.09 | Epsilon: 0.08
